TABLE_NAME	COLUMN_NAME	TYPE_NAME	LENGTH	ORDINAL_POSITION
EF_SchF3X_Processed	SharedActiveNonFed	decimal	14	64
EF_SchF3X_Processed	NonAlloc	decimal	14	65
EF_SchF3X_Processed	TotFedElecActivity	decimal	14	66
EF_SchF3X_Processed	TotDisp	decimal	14	67
EF_SchF3X_Processed	TotFedDisp	decimal	14	68
EF_SchF3X_Processed	TotContr	decimal	14	69
EF_SchF3X_Processed	TotContrRef	decimal	14	70
EF_SchF3X_Processed	NetContr	decimal	14	71
EF_SchF3X_Processed	TotFedOE	decimal	14	72
EF_SchF3X_Processed	OffOE	decimal	14	73
EF_SchF3X_Processed	NetOE	decimal	14	74
EF_SchF3X_Processed	COHJan	decimal	14	75
EF_SchF3X_Processed	YearforAbove	char	4	76
EF_SchF3X_Processed	TotRcptsYTD	decimal	14	77
EF_SchF3X_Processed	SubTotYTD	decimal	14	78
EF_SchF3X_Processed	TotDispYTD	decimal	14	79
EF_SchF3X_Processed	COHEndYTD	decimal	14	80
EF_SchF3X_Processed	ItemYTD	decimal	14	81
EF_SchF3X_Processed	UnitemYTD	decimal	14	82
EF_SchF3X_Processed	TotYTD	decimal	14	83
EF_SchF3X_Processed	PartyYTD	decimal	14	84
EF_SchF3X_Processed	OtherCmteYTD	decimal	14	85
EF_SchF3X_Processed	TotContribYTD	decimal	14	86
EF_SchF3X_Processed	TransFromYTD	decimal	14	87
EF_SchF3X_Processed	LoansRcvYTD	decimal	14	88
EF_SchF3X_Processed	LoanRepRcvYTD	decimal	14	89
EF_SchF3X_Processed	OffOEYTD	decimal	14	90
EF_SchF3X_Processed	RefFedContrYTD	decimal	14	91
EF_SchF3X_Processed	OthFedRcptsYTD	decimal	14	92
EF_SchF3X_Processed	TransNonFedYTD	decimal	14	93
EF_SchF3X_Processed	TransNonFederalYTD	decimal	14	94
EF_SchF3X_Processed	TotNonFedTransYTD	decimal	14	95
EF_SchF3X_Processed	TotRcpts2YTD	decimal	14	96
EF_SchF3X_Processed	TotFedRcptsYTD	decimal	14	97
EF_SchF3X_Processed	FedShareYTD	decimal	14	98
EF_SchF3X_Processed	NonFedShareYTD	decimal	14	99
EF_SchF3X_Processed	OthFedOEYTD	decimal	14	100
EF_SchF3X_Processed	TotOEYTD	decimal	14	101
EF_SchF3X_Processed	TransToYTD	decimal	14	102
EF_SchF3X_Processed	ToFedCandsYTD	decimal	14	103
EF_SchF3X_Processed	IndepExpYTD	decimal	14	104
EF_SchF3X_Processed	CoordExpByYTD	decimal	14	105
EF_SchF3X_Processed	LoanRepayYTD	decimal	14	106
EF_SchF3X_Processed	LoanMadeYTD	decimal	14	107
EF_SchF3X_Processed	LoanIndvYTD	decimal	14	108
EF_SchF3X_Processed	LoanPtyYTD	decimal	14	109
EF_SchF3X_Processed	LoanOthYTD	decimal	14	110
EF_SchF3X_Processed	TotContribRefYTD	decimal	14	111
EF_SchF3X_Processed	OthDispYTD	decimal	14	112
EF_SchF3X_Processed	SharedFedActYTD	decimal	14	113
EF_SchF3X_Processed	SharedFedActNonFedYTD	decimal	14	114
EF_SchF3X_Processed	NonAllocYTD	decimal	14	115
EF_SchF3X_Processed	TotFedElecActivityYTD	decimal	14	116
EF_SchF3X_Processed	TotDisp2YTD	decimal	14	117
EF_SchF3X_Processed	TotFedDispYTD	decimal	14	118
EF_SchF3X_Processed	TotContrYTD	decimal	14	119
EF_SchF3X_Processed	TotContrRefYTD	decimal	14	120
EF_SchF3X_Processed	NetContrYTD	decimal	14	121
EF_SchF3X_Processed	TotFedOEYTD	decimal	14	122
EF_SchF3X_Processed	OffOE2YTD	decimal	14	123
EF_SchF3X_Processed	NetOEYTD	decimal	14	124
EF_SchF6_Processed	Filename	varchar	16	1
EF_SchF6_Processed	FormType	char	8	2
EF_SchF6_Processed	FilerID	char	9	3
EF_SchF6_Processed	AmendDate	smalldatetime	16	4
EF_SchF6_Processed	Orgname	varchar	200	5
EF_SchF6_Processed	Street1	varchar	34	6
EF_SchF6_Processed	Street2	varchar	34	7
EF_SchF6_Processed	City	varchar	30	8
EF_SchF6_Processed	State	char	2	9
EF_SchF6_Processed	Zip	char	9	10
EF_SchF6_Processed	CandID	char	9	11
EF_SchF6_Processed	CandLN	varchar	30	12
EF_SchF6_Processed	CandFN	varchar	20	13
EF_SchF6_Processed	CandMN	varchar	20	14
EF_SchF6_Processed	CandPrefix	varchar	10	15
EF_SchF6_Processed	CandSuffix	varchar	10	16
EF_SchF6_Processed	CandOffice	char	1	17
EF_SchF6_Processed	CandState	char	2	18
EF_SchF6_Processed	District	char	2	19
EF_SchF6_Processed	SignerLN	varchar	30	20
EF_SchF6_Processed	SignerFN	varchar	20	21
EF_SchF6_Processed	SignerMN	varchar	20	22
EF_SchF6_Processed	SignerPrefix	varchar	10	23
EF_SchF6_Processed	SignerSuffix	varchar	10	24
EF_SchF6_Processed	DateSign	smalldatetime	16	25
EF_SchF65_Processed	Filename	varchar	16	1
EF_SchF65_Processed	FormType	char	8	2
EF_SchF65_Processed	FilerID	char	9	3
EF_SchF65_Processed	TransID	varchar	20	4
EF_SchF65_Processed	EntType	char	3	5
EF_SchF65_Processed	ContribOrg	varchar	200	6
EF_SchF65_Processed	ContribLN	varchar	30	7
EF_SchF65_Processed	ContribFN	varchar	20	8
EF_SchF65_Processed	ContribMN	varchar	20	9
EF_SchF65_Processed	ContribPrefix	varchar	10	10
EF_SchF65_Processed	ContribSuffix	varchar	10	11
EF_SchF65_Processed	Street1	varchar	34	12
EF_SchF65_Processed	Street2	varchar	34	13
EF_SchF65_Processed	City	varchar	30	14
EF_SchF65_Processed	State	char	2	15
EF_SchF65_Processed	Zip	char	9	16
EF_SchF65_Processed	CmteID	char	9	17
EF_SchF65_Processed	Date	smalldatetime	16	18
EF_SchF65_Processed	Amount	decimal	14	19
EF_SchF65_Processed	Employer	varchar	38	20
EF_SchF65_Processed	Occupation	varchar	38	21
EF_SchF7_Processed	Filename	varchar	16	1
EF_SchF7_Processed	FormType	char	8	2
EF_SchF7_Processed	FilerID	char	9	3
EF_SchF7_Processed	Orgname	varchar	200	4
EF_SchF7_Processed	Street1	varchar	34	5
EF_SchF7_Processed	Street2	varchar	34	6
EF_SchF7_Processed	City	varchar	30	7
EF_SchF7_Processed	State	char	2	8
EF_SchF7_Processed	Zip	char	9	9
EF_SchF7_Processed	OrgType	char	1	10
EF_SchF7_Processed	RptCode	char	3	11
EF_SchF7_Processed	DateElec	char	8	12
EF_SchF7_Processed	ElecState	char	2	13
EF_SchF7_Processed	DateFrom	smalldatetime	16	14
EF_SchF7_Processed	DateTo	smalldatetime	16	15
EF_SchF7_Processed	TotCost	decimal	14	16
EF_SchF7_Processed	SignerLN	varchar	30	17
EF_SchF7_Processed	SignerFN	varchar	20	18
EF_SchF7_Processed	SignerMN	varchar	20	19
EF_SchF7_Processed	SignerPrefix	varchar	10	20
EF_SchF7_Processed	SignerSuffix	varchar	10	21
EF_SchF7_Processed	Title	varchar	20	22
EF_SchF7_Processed	DateSign	smalldatetime	16	23
EF_SchF9_Processed	Filename	varchar	16	1
EF_SchF9_Processed	FormType	char	8	2
EF_SchF9_Processed	FilerID	char	9	3
EF_SchF9_Processed	EntType	char	3	4
EF_SchF9_Processed	Orgname	varchar	200	5
EF_SchF9_Processed	IndivLN	varchar	30	6
EF_SchF9_Processed	IndivFN	varchar	20	7
EF_SchF9_Processed	IndivMN	varchar	20	8
EF_SchF9_Processed	IndivPrefix	varchar	10	9
EF_SchF9_Processed	IndivSuffix	varchar	10	10
EF_SchF9_Processed	ChgAddr	char	1	11
EF_SchF9_Processed	Street1	varchar	34	12
EF_SchF9_Processed	Street2	varchar	34	13
EF_SchF9_Processed	City	varchar	30	14
EF_SchF9_Processed	State	char	2	15
EF_SchF9_Processed	Zip	char	9	16
EF_SchF9_Processed	Employer	varchar	38	17
EF_SchF9_Processed	Occup	varchar	38	18
EF_SchF9_Processed	DateFrom	smalldatetime	16	19
EF_SchF9_Processed	DateTo	smalldatetime	16	20
EF_SchF9_Processed	Date	smalldatetime	16	21
EF_SchF9_Processed	CommTitle	varchar	40	22
EF_SchF9_Processed	FilerCode	char	3	23
EF_SchF9_Processed	FilerCodeDesc	varchar	20	24
EF_SchF9_Processed	SegBankAcct	char	1	25
EF_SchF9_Processed	CustLN	varchar	30	26
EF_SchF9_Processed	CustFN	varchar	20	27
EF_SchF9_Processed	CustMN	varchar	20	28
EF_SchF9_Processed	CustPrefix	varchar	10	29
EF_SchF9_Processed	CustSuffix	varchar	10	30
EF_SchF9_Processed	CustStreet1	varchar	34	31
EF_SchF9_Processed	CustStreet2	varchar	34	32
EF_SchF9_Processed	CustCity	varchar	30	33
EF_SchF9_Processed	CustState	char	2	34
EF_SchF9_Processed	CustZip	char	9	35
EF_SchF9_Processed	CustEmployer	varchar	38	36
EF_SchF9_Processed	CustOccup	varchar	38	37
EF_SchF9_Processed	TotDonations	decimal	14	38
EF_SchF9_Processed	TotDisb	decimal	14	39
EF_SchF9_Processed	SignerLN	varchar	30	40
EF_SchF9_Processed	SignerFN	varchar	20	41
EF_SchF9_Processed	SignerMN	varchar	20	42
EF_SchF9_Processed	SignerPrefix	varchar	10	43
EF_SchF9_Processed	SignerSuffix	varchar	10	44
EF_SchF9_Processed	DateSign	char	8	45
EF_SchF92_Processed	Filename	varchar	16	1
EF_SchF92_Processed	FormType	char	8	2
EF_SchF92_Processed	FilerID	char	9	3
EF_SchF92_Processed	TransID	varchar	20	4
EF_SchF92_Processed	BackRefID	varchar	20	5
EF_SchF92_Processed	BackRefSch	char	8	6
EF_SchF92_Processed	EntType	char	3	7
EF_SchF92_Processed	ContribOrg	varchar	200	8
EF_SchF92_Processed	ContribLN	varchar	30	9
EF_SchF92_Processed	ContribFN	varchar	20	10
EF_SchF92_Processed	ContribMN	varchar	20	11
EF_SchF92_Processed	ContribPrefix	varchar	10	12
EF_SchF92_Processed	ContribSuffix	varchar	10	13
EF_SchF92_Processed	Street1	varchar	34	14
EF_SchF92_Processed	Street2	varchar	34	15
EF_SchF92_Processed	City	varchar	30	16
EF_SchF92_Processed	State	char	2	17
EF_SchF92_Processed	Zip	char	9	18
EF_SchF92_Processed	Date	smalldatetime	16	19
EF_SchF92_Processed	Amount	decimal	14	20
EF_SchF94_Processed	Filename	varchar	16	1
EF_SchF94_Processed	FormType	char	8	2
EF_SchF94_Processed	FilerID	char	9	3
EF_SchF94_Processed	TransID	varchar	20	4
EF_SchF94_Processed	BackRefID	varchar	20	5
EF_SchF94_Processed	BackRefSch	char	8	6
EF_SchF94_Processed	CandID	char	9	7
EF_SchF94_Processed	CandLN	varchar	30	8
EF_SchF94_Processed	CandFN	varchar	20	9
EF_SchF94_Processed	CandMN	varchar	20	10
EF_SchF94_Processed	CandPrefix	varchar	10	11
EF_SchF94_Processed	CandSuffix	varchar	10	12
EF_SchF94_Processed	CandOffice	char	1	13
EF_SchF94_Processed	CandState	char	2	14
EF_SchF94_Processed	CandDist	char	2	15
EF_SchF94_Processed	ElecCode	char	5	16
EF_SchF94_Processed	ElecOther	char	20	17
EF_SchF93_Processed	Filename	varchar	16	1
EF_SchF93_Processed	FormType	char	8	2
EF_SchF93_Processed	FilerID	char	9	3
EF_SchF93_Processed	TransID	varchar	20	4
EF_SchF93_Processed	BackRefID	varchar	20	5
EF_SchF93_Processed	BackRefSch	char	8	6
EF_SchF93_Processed	EntType	char	3	7
EF_SchF93_Processed	PayeeOrg	varchar	200	8
EF_SchF93_Processed	PayeeLN	varchar	30	9
EF_SchF93_Processed	PayeeFN	varchar	20	10
EF_SchF93_Processed	PayeeMN	varchar	20	11
EF_SchF93_Processed	PayeePrefix	varchar	10	12
EF_SchF93_Processed	PayeeSuffix	varchar	10	13
EF_SchF93_Processed	Street1	varchar	34	14
EF_SchF93_Processed	Street2	varchar	34	15
EF_SchF93_Processed	City	varchar	30	16
EF_SchF93_Processed	State	char	2	17
EF_SchF93_Processed	Zip	char	9	18
EF_SchF93_Processed	ElecCode	char	5	19
EF_SchF93_Processed	ElecOther	char	20	20
EF_SchF93_Processed	DateExp	smalldatetime	16	21
EF_SchF93_Processed	Amount	decimal	14	22
EF_SchF93_Processed	ExpDesc	varchar	100	23
EF_SchF93_Processed	PayeeEmployer	varchar	38	24
EF_SchF93_Processed	PayeeOccup	varchar	38	25
EF_SchF93_Processed	DateComm	smalldatetime	16	26
EF_SchA_Processed	FileName	varchar	16	1
EF_SchA_Processed	FormType	char	8	2
EF_SchA_Processed	FilerID	char	9	3
EF_SchA_Processed	TransID	varchar	20	4
EF_SchA_Processed	BackRefID	varchar	20	5
EF_SchA_Processed	BackRefSch	varchar	8	6
EF_SchA_Processed	EntType	char	3	7
EF_SchA_Processed	ContribOrg	varchar	200	8
EF_SchA_Processed	ContribLN	varchar	30	9
EF_SchA_Processed	ContribFN	varchar	20	10
EF_SchA_Processed	ContribMN	varchar	20	11
EF_SchA_Processed	Prefix	varchar	10	12
EF_SchA_Processed	Suffix	varchar	10	13
EF_SchA_Processed	Street1	varchar	34	14
EF_SchA_Processed	Street2	varchar	34	15
EF_SchA_Processed	City	varchar	30	16
EF_SchA_Processed	State	char	2	17
EF_SchA_Processed	Zip	char	9	18
EF_SchA_Processed	PG	char	5	19
EF_SchA_Processed	ElecOther	varchar	20	20
EF_SchA_Processed	Date	smalldatetime	16	21
EF_SchA_Processed	Amount	decimal	14	22
EF_SchA_Processed	AmtYTD	decimal	14	23
EF_SchA_Processed	PurposeDesc	varchar	100	24
EF_SchA_Processed	Employer	varchar	40	25
EF_SchA_Processed	Occup	varchar	40	26
EF_SchA_Processed	CmteID	char	9	27
EF_SchA_Processed	CmteName	varchar	200	28
EF_SchA_Processed	CandID	char	9	29
EF_SchA_Processed	CandLN	varchar	30	30
EF_SchA_Processed	CandFN	varchar	20	31
EF_SchA_Processed	CandMN	varchar	20	32
EF_SchA_Processed	CandPrefix	varchar	10	33
EF_SchA_Processed	CandSuffix	varchar	10	34
EF_SchA_Processed	CandOffice	char	1	35
EF_SchA_Processed	CandState	char	2	36
EF_SchA_Processed	DistID	char	2	37
EF_SchA_Processed	ConduitName	varchar	200	38
EF_SchA_Processed	CondStreet1	varchar	34	39
EF_SchA_Processed	CondStreet2	varchar	34	40
EF_SchA_Processed	CondCity	char	30	41
EF_SchA_Processed	CondState	char	2	42
EF_SchA_Processed	CondZip	char	9	43
EF_SchA_Processed	MemoCode	char	1	44
EF_SchA_Processed	MemoText	varchar	100	45
EF_SchA_Processed	RefCode	char	9	46
EF_SchB_Processed	FileName	varchar	16	1
EF_SchB_Processed	FormType	char	8	2
EF_SchB_Processed	FilerID	char	9	3
EF_SchB_Processed	TransID	varchar	20	4
EF_SchB_Processed	BackRefID	varchar	20	5
EF_SchB_Processed	BackRefSch	char	8	6
EF_SchB_Processed	EntType	char	3	7
EF_SchB_Processed	RecipOrgname	varchar	200	8
EF_SchB_Processed	RecipLN	varchar	30	9
EF_SchB_Processed	RecipFN	varchar	20	10
EF_SchB_Processed	RecipMN	varchar	20	11
EF_SchB_Processed	RecipPrefix	varchar	10	12
EF_SchB_Processed	RecipSuffix	varchar	10	13
EF_SchB_Processed	Street1	varchar	34	14
EF_SchB_Processed	Street2	varchar	34	15
EF_SchB_Processed	City	varchar	30	16
EF_SchB_Processed	State	char	2	17
EF_SchB_Processed	Zip	char	9	18
EF_SchB_Processed	PG	char	5	19
EF_SchB_Processed	ElectOther	varchar	20	20
EF_SchB_Processed	Date	smalldatetime	16	21
EF_SchB_Processed	Amount	decimal	14	22
EF_SchB_Processed	RefBundle	decimal	14	23
EF_SchB_Processed	Descrip	varchar	100	24
EF_SchB_Processed	Catcode	char	3	25
EF_SchB_Processed	CmteID	char	9	26
EF_SchB_Processed	CmteName	varchar	200	27
EF_SchB_Processed	CandID	char	9	28
EF_SchB_Processed	CandLN	varchar	30	29
EF_SchB_Processed	CandFN	varchar	20	30
EF_SchB_Processed	CandMN	varchar	20	31
EF_SchB_Processed	CandPrefix	varchar	10	32
EF_SchB_Processed	CandSuffix	varchar	10	33
EF_SchB_Processed	Office	char	1	34
EF_SchB_Processed	CandState	char	2	35
EF_SchB_Processed	DistID	char	2	36
EF_SchB_Processed	ConduitName	varchar	200	37
EF_SchB_Processed	CondStreet1	varchar	34	38
EF_SchB_Processed	CondStreet2	varchar	34	39
EF_SchB_Processed	CondCity	char	30	40
EF_SchB_Processed	CondState	char	2	41
EF_SchB_Processed	CondZip	char	9	42
EF_SchB_Processed	MemoCode	char	1	43
EF_SchB_Processed	MemoText	varchar	100	44
EF_SchB_Processed	RefAcct	char	9	45
EF_SchText_Processed	Filename	varchar	16	1
EF_SchText_Processed	RecType	char	4	2
EF_SchText_Processed	FilerID	char	9	3
EF_SchText_Processed	TransID	varchar	20	4
EF_SchText_Processed	BackRefID	varchar	20	5
EF_SchText_Processed	BackRefSch	char	8	6
EF_SchText_Processed	Textline	varchar	4000	7
EF_SchHeader_Processed	Filename	varchar	16	1
EF_SchHeader_Processed	RecType	char	3	2
EF_SchHeader_Processed	EFType	char	3	3
EF_SchHeader_Processed	FECVer	char	4	4
EF_SchHeader_Processed	SoftName	varchar	90	5
EF_SchHeader_Processed	SoftVer	varchar	16	6
EF_SchHeader_Processed	RptID	varchar	16	7
EF_SchHeader_Processed	RptNum	char	3	8
EF_SchHeader_Processed	Comment	varchar	200	9
EF_SchHeader_Processed	Delim_old	char	1	10
